schidkn,sex,frl,reg_size,reg_size_aid,small_size,white,black,other,totexp,tmathss,treadss
6,girl,yes,1,0,0,1,0,0,1,484,434
51,girl,no,0,0,1,1,0,0,15,412,370
22,boy,yes,1,0,0,0,1,0,1,494,422
70,boy,no,0,1,0,1,0,0,14,547,442
25,girl,yes,1,0,0,1,0,0,18,463,419
11,girl,yes,1,0,0,0,1,0,11,412,422
2,boy,yes,1,0,0,0,1,0,6,412,397
34,boy,no,0,1,0,1,0,0,5,418,398
46,girl,no,1,0,0,1,0,0,12,547,507
70,boy,no,1,0,0,1,0,0,10,536,461
36,boy,no,0,0,1,1,0,0,7,439,402
69,girl,yes,0,0,1,1,0,0,6,520,439
67,boy,no,0,1,0,1,0,0,13,478,434
74,girl,yes,0,0,1,1,0,0,12,513,418
59,girl,no,1,0,0,0,1,0,0,528,443
73,girl,no,1,0,0,1,0,0,19,547,456
44,girl,yes,0,0,1,1,0,0,3,520,468
37,boy,no,1,0,0,1,0,0,5,520,436
25,girl,yes,1,0,0,0,1,0,18,454,421
70,boy,no,0,0,1,1,0,0,8,439,408
5,girl,no,1,0,0,1,0,0,8,439,400
6,boy,yes,0,0,1,1,0,0,12,449,422
3,girl,no,1,0,0,1,0,0,8,536,458
76,boy,yes,0,0,1,1,0,0,8,494,430
57,boy,no,0,1,0,1,0,0,8,478,425
66,girl,no,0,1,0,1,0,0,13,489,463
3,girl,no,0,1,0,1,0,0,9,444,431
68,girl,yes,1,0,0,1,0,0,10,559,487
70,girl,yes,1,0,0,1,0,0,10,473,416
23,girl,no,0,1,0,0,1,0,21,500,408
43,boy,no,0,0,1,1,0,0,15,463,407
11,girl,no,0,1,0,1,0,0,13,602,480
63,boy,no,1,0,0,1,0,0,6,459,416
7,girl,yes,1,0,0,1,0,0,0,468,442
80,boy,no,0,1,0,1,0,0,13,520,447
9,boy,no,0,1,0,1,0,0,11,449,456
24,boy,yes,1,0,0,0,1,0,6,423,407
7,girl,yes,1,0,0,1,0,0,15,494,465
23,girl,no,1,0,0,0,1,0,20,463,421
14,girl,yes,0,1,0,0,1,0,1,459,431
56,girl,yes,0,0,1,1,0,0,3,468,421
19,boy,yes,0,1,0,0,1,0,0,489,453
68,boy,yes,0,1,0,1,0,0,10,478,391
9,boy,yes,0,1,0,0,1,0,11,463,453
15,boy,yes,1,0,0,0,1,0,11,418,408
38,girl,yes,0,0,1,1,0,0,8,494,456
68,girl,no,1,0,0,1,0,0,10,547,476
39,boy,yes,0,0,1,1,0,0,2,489,416
9,boy,no,1,0,0,1,0,0,5,454,427
62,boy,no,0,1,0,1,0,0,4,500,421
29,boy,yes,1,0,0,0,1,0,5,468,408
60,girl,no,0,1,0,1,0,0,5,536,440
74,boy,no,0,0,1,1,0,0,14,602,503
61,boy,no,1,0,0,1,0,0,22,484,421
47,boy,no,0,0,1,1,0,0,11,463,424
1,girl,no,1,0,0,1,0,0,10,449,398
2,boy,no,0,1,0,0,1,0,17,500,419
72,boy,no,0,1,0,1,0,0,10,434,422
12,girl,yes,1,0,0,1,0,0,20,528,428
29,boy,yes,0,0,1,0,1,0,5,478,448
68,boy,yes,0,1,0,1,0,0,10,500,458
3,boy,no,0,0,1,1,0,0,9,559,458
10,boy,no,0,1,0,1,0,0,12,506,450
52,boy,no,0,0,1,1,0,0,14,506,460
22,boy,yes,0,1,0,0,1,0,16,473,439
51,boy,yes,0,0,1,1,0,0,16,473,430
56,girl,no,0,0,1,1,0,0,21,423,400
51,boy,no,0,1,0,1,0,0,12,528,450
58,boy,no,0,1,0,1,0,0,17,576,485
25,boy,no,1,0,0,0,1,0,18,405,391
24,girl,yes,1,0,0,0,1,0,6,473,434
28,boy,yes,1,0,0,0,1,0,9,463,430
71,girl,no,0,1,0,1,0,0,2,459,411
56,boy,no,1,0,0,1,0,0,13,423,382
3,girl,no,0,1,0,1,0,0,20,513,532
17,boy,no,1,0,0,1,0,0,0,513,443
36,girl,no,0,1,0,1,0,0,14,506,450
30,boy,yes,0,0,1,0,1,0,2,528,468
76,boy,yes,0,0,1,1,0,0,8,459,410
43,boy,no,0,1,0,1,0,0,17,463,421
28,boy,yes,0,1,0,0,1,0,5,429,408
24,girl,no,0,0,1,0,1,0,13,489,428
27,girl,yes,0,1,0,0,1,0,10,576,460
66,girl,yes,0,1,0,1,0,0,3,478,410
7,boy,yes,0,1,0,1,0,0,3,489,410
9,girl,no,0,1,0,1,0,0,14,429,416
47,girl,no,0,1,0,1,0,0,15,449,408
3,boy,yes,0,1,0,1,0,0,20,489,419
61,boy,no,0,0,1,1,0,0,11,454,434
8,girl,no,0,0,1,1,0,0,8,528,465
78,boy,no,1,0,0,1,0,0,8,484,422
7,boy,no,0,0,1,1,0,0,4,602,472
48,girl,no,1,0,0,1,0,0,4,513,450
72,boy,yes,0,1,0,1,0,0,10,439,395
59,girl,no,0,0,1,1,0,0,11,513,474
66,girl,no,0,0,1,1,0,0,15,473,430
73,girl,no,0,1,0,1,0,0,14,494,442
47,boy,yes,1,0,0,1,0,0,5,528,430
17,boy,yes,0,0,1,0,1,0,5,418,393
4,boy,no,0,1,0,1,0,0,7,468,416
18,boy,no,0,1,0,1,0,0,11,528,448
56,boy,no,1,0,0,1,0,0,13,384,382
64,girl,yes,1,0,0,1,0,0,11,449,430
38,boy,no,0,0,1,1,0,0,8,454,422
47,boy,yes,1,0,0,1,0,0,5,439,424
64,girl,no,1,0,0,1,0,0,20,489,425
44,boy,yes,0,0,1,0,1,0,3,520,487
14,girl,yes,0,1,0,0,1,0,1,434,419
7,boy,yes,0,0,1,1,0,0,6,405,405
26,girl,no,1,0,0,0,1,0,15,468,434
29,girl,yes,1,0,0,0,1,0,5,506,433
40,girl,no,0,0,1,1,0,0,4,576,460
16,boy,yes,0,0,1,0,1,0,1,484,443
14,boy,yes,0,1,0,0,1,0,1,494,458
9,boy,no,0,0,1,1,0,0,13,489,445
65,boy,no,0,1,0,1,0,0,9,454,448
28,girl,yes,1,0,0,0,1,0,7,576,472
61,girl,no,0,0,1,1,0,0,7,484,445
10,boy,no,1,0,0,1,0,0,3,559,483
33,boy,yes,0,1,0,0,1,0,5,463,419
51,girl,yes,1,0,0,1,0,0,11,449,422
63,girl,yes,1,0,0,1,0,0,10,528,453
27,girl,yes,1,0,0,0,1,0,0,520,487
18,boy,yes,0,0,1,1,0,0,10,500,448
36,boy,no,0,0,1,1,0,0,17,478,450
42,girl,yes,0,0,1,1,0,0,10,434,419
55,boy,yes,0,0,1,1,0,0,15,478,433
21,girl,no,0,1,0,0,1,0,5,626,483
29,boy,yes,0,1,0,0,1,0,17,484,443
33,girl,yes,0,0,1,0,1,0,1,459,410
68,boy,yes,1,0,0,1,0,0,16,576,492
58,girl,no,0,1,0,1,0,0,17,536,465
71,boy,yes,1,0,0,1,0,0,6,449,414
7,girl,yes,0,1,0,1,0,0,3,536,461
16,boy,yes,0,1,0,0,1,0,17,449,413
60,girl,no,1,0,0,1,0,0,13,484,424
10,girl,no,0,0,1,1,0,0,12,513,448
35,girl,no,1,0,0,1,0,0,4,494,408
60,girl,yes,0,1,0,1,0,0,5,528,416
35,girl,yes,1,0,0,0,1,0,4,439,403
61,boy,no,0,0,1,1,0,0,11,536,467
61,girl,no,0,1,0,1,0,0,8,478,437
8,girl,no,0,0,1,1,0,0,8,439,405
79,boy,yes,0,1,0,1,0,0,12,468,419
7,girl,no,1,0,0,1,0,0,0,576,467
68,girl,yes,1,0,0,1,0,0,16,536,492
3,girl,no,0,0,1,1,0,0,10,547,455
7,boy,yes,0,0,1,1,0,0,6,423,378
21,girl,yes,0,1,0,0,1,0,15,528,451
56,boy,no,1,0,0,1,0,0,3,484,419
48,girl,no,0,1,0,1,0,0,13,449,434
21,boy,yes,0,1,0,0,1,0,5,547,442
33,girl,yes,0,1,0,0,1,0,5,429,424
45,girl,yes,0,1,0,0,1,0,11,405,395
35,girl,no,0,0,1,1,0,0,5,454,413
51,girl,no,1,0,0,1,0,0,11,513,413
76,boy,yes,0,0,1,1,0,0,22,484,424
3,boy,no,0,0,1,1,0,0,9,536,455
63,boy,yes,0,1,0,1,0,0,12,463,428
74,girl,no,0,1,0,1,0,0,8,547,424
39,girl,yes,0,1,0,1,0,0,5,449,388
10,girl,no,1,0,0,1,0,0,3,489,443
51,girl,no,0,0,1,0,1,0,15,547,468
60,boy,yes,1,0,0,1,0,0,13,418,378
79,girl,no,1,0,0,1,0,0,13,547,458
60,boy,yes,1,0,0,1,0,0,13,463,407
19,boy,yes,0,0,1,0,1,0,6,513,433
14,girl,yes,0,0,1,0,1,0,13,463,421
72,girl,no,1,0,0,1,0,0,8,536,461
31,boy,yes,1,0,0,0,1,0,0,520,405
75,girl,yes,0,1,0,1,0,0,11,576,538
5,girl,no,0,0,1,1,0,0,8,494,470
46,boy,no,0,0,1,1,0,0,4,500,465
7,girl,no,1,0,0,1,0,0,15,626,474
3,girl,no,0,1,0,1,0,0,20,494,455
16,boy,yes,0,0,1,0,1,0,2,405,398
22,boy,yes,0,0,1,0,1,0,9,520,433
74,girl,no,0,1,0,1,0,0,8,559,430
22,girl,yes,0,1,0,0,1,0,16,423,400
28,boy,yes,0,0,1,0,1,0,3,489,440
53,girl,yes,0,1,0,1,0,0,9,439,407
16,boy,yes,0,0,1,0,1,0,1,547,427
3,boy,no,0,1,0,1,0,0,9,478,443
19,boy,no,0,1,0,0,1,0,0,489,500
57,girl,no,1,0,0,1,0,0,2,500,442
50,boy,yes,1,0,0,1,0,0,13,449,425
21,girl,yes,0,1,0,1,0,0,15,494,434
34,boy,no,0,0,1,1,0,0,12,412,393
2,boy,yes,1,0,0,1,0,0,6,468,410
24,girl,yes,0,1,0,0,1,0,10,423,408
35,boy,no,0,1,0,1,0,0,12,506,418
9,girl,no,0,0,1,1,0,0,7,489,478
55,boy,yes,1,0,0,1,0,0,13,536,443
55,boy,no,1,0,0,1,0,0,13,449,439
7,boy,no,1,0,0,1,0,0,0,500,443
75,girl,no,1,0,0,1,0,0,11,576,476
28,boy,yes,0,1,0,0,1,0,10,392,397
22,girl,yes,0,0,1,0,1,0,3,576,470
14,girl,yes,0,0,1,0,1,0,13,626,538
75,boy,no,0,1,0,1,0,0,11,528,447
6,boy,yes,1,0,0,1,0,0,1,423,388
8,girl,no,1,0,0,1,0,0,12,473,421
16,boy,yes,1,0,0,0,1,0,8,434,410
58,boy,no,0,1,0,1,0,0,3,489,443
6,girl,no,0,1,0,1,0,0,11,547,472
39,girl,yes,0,0,1,1,0,0,2,468,445
76,girl,yes,0,0,1,1,0,0,8,528,439
19,boy,yes,0,1,0,0,1,0,0,454,398
64,boy,yes,1,0,0,1,0,0,11,434,407
45,boy,yes,1,0,0,0,1,0,12,399,403
64,boy,yes,0,0,1,1,0,0,19,429,400
9,boy,yes,0,0,1,1,0,0,7,392,398
28,boy,no,0,0,1,0,1,0,6,399,407
2,boy,yes,0,1,0,0,1,0,17,513,411
43,girl,no,0,1,0,1,0,0,17,463,425
17,boy,yes,1,0,0,0,1,0,0,392,391
27,girl,yes,0,0,1,0,1,0,11,536,458
78,boy,no,1,0,0,1,0,0,8,468,411
23,boy,no,0,0,1,1,0,0,11,528,448
9,girl,no,1,0,0,1,0,0,5,489,456
75,boy,no,0,1,0,1,0,0,11,478,439
8,girl,no,1,0,0,1,0,0,13,478,419
24,boy,no,0,1,0,0,1,0,10,513,433
11,boy,yes,1,0,0,1,0,0,11,463,465
22,boy,yes,0,0,1,0,1,0,9,602,425
18,girl,yes,1,0,0,0,1,0,10,454,430
27,girl,yes,1,0,0,0,1,0,6,513,456
32,boy,yes,1,0,0,0,1,0,2,434,422
36,boy,no,1,0,0,1,0,0,15,449,422
75,girl,no,1,0,0,1,0,0,11,478,422
42,boy,no,0,0,1,0,0,1,10,384,384
32,boy,yes,0,0,1,0,1,0,14,506,442
71,girl,yes,0,1,0,1,0,0,2,449,410
27,girl,yes,0,1,0,0,1,0,20,506,451
43,girl,no,0,1,0,1,0,0,17,494,425
31,boy,yes,0,0,1,0,1,0,6,576,456
63,girl,yes,1,0,0,1,0,0,6,418,419
50,boy,yes,0,0,1,1,0,0,6,418,391
67,boy,yes,0,0,1,1,0,0,5,513,433
75,girl,yes,0,0,1,1,0,0,3,500,430
5,boy,yes,1,0,0,1,0,0,8,439,393
64,boy,no,0,1,0,1,0,0,5,473,439
1,girl,yes,0,0,1,1,0,0,14,547,439
58,girl,no,0,0,1,1,0,0,8,484,460
15,boy,yes,0,1,0,0,1,0,3,384,400
45,boy,yes,0,0,1,0,1,0,3,459,402
63,girl,yes,0,1,0,1,0,0,7,434,419
26,girl,no,0,0,1,0,1,0,1,384,402
35,girl,no,1,0,0,1,0,0,4,500,436
39,boy,yes,1,0,0,1,0,0,4,473,418
55,boy,no,1,0,0,1,0,0,13,500,419
56,boy,yes,0,0,1,0,1,0,21,494,427
28,boy,yes,0,1,0,0,1,0,5,429,400
76,boy,no,1,0,0,1,0,0,2,489,433
34,boy,no,1,0,0,1,0,0,17,444,422
24,girl,yes,1,0,0,0,1,0,6,463,410
44,boy,yes,0,1,0,0,1,0,0,463,413
76,girl,no,1,0,0,1,0,0,1,463,448
75,girl,no,0,1,0,1,0,0,11,536,443
54,boy,no,0,0,1,1,0,0,12,500,453
35,boy,yes,0,0,1,0,1,0,5,468,393
6,girl,yes,0,1,0,1,0,0,11,434,411
31,girl,yes,0,1,0,0,1,0,11,528,500
51,boy,no,0,1,0,1,0,0,5,434,414
56,boy,no,1,0,0,1,0,0,13,418,402
17,boy,no,0,0,1,0,1,0,20,473,418
7,girl,no,0,1,0,1,0,0,9,576,463
70,boy,yes,0,0,1,1,0,0,8,444,410
44,boy,yes,0,1,0,0,1,0,0,468,410
48,girl,yes,0,1,0,1,0,0,13,454,402
27,girl,yes,0,1,0,0,1,0,20,520,476
54,boy,no,1,0,0,1,0,0,13,468,442
78,girl,no,0,1,0,0,0,1,3,463,427
56,girl,yes,0,0,1,0,1,0,21,375,405
15,girl,yes,0,1,0,0,1,0,3,399,393
55,girl,yes,0,1,0,1,0,0,13,500,433
24,boy,no,0,0,1,0,1,0,13,500,445
22,girl,yes,1,0,0,0,1,0,11,494,448
49,boy,no,0,0,1,1,0,0,8,500,428
8,boy,no,0,0,1,1,0,0,13,468,411
60,girl,no,1,0,0,1,0,0,13,500,437
3,boy,no,0,0,1,1,0,0,10,602,470
39,girl,yes,1,0,0,1,0,0,4,528,433
67,boy,no,0,0,1,0,0,1,5,494,461
40,girl,yes,0,1,0,1,0,0,21,463,413
27,girl,yes,1,0,0,0,1,0,12,559,478
17,boy,no,0,0,1,1,0,0,20,494,416
74,boy,no,1,0,0,1,0,0,13,468,450
41,boy,no,0,0,1,1,0,0,18,528,463
69,girl,no,0,1,0,1,0,0,6,484,433
19,boy,yes,0,1,0,0,1,0,1,494,410
58,girl,no,1,0,0,1,0,0,3,500,448
28,girl,yes,1,0,0,0,1,0,7,439,448
28,boy,no,0,1,0,0,1,0,5,463,439
3,girl,yes,1,0,0,1,0,0,8,459,440
28,girl,yes,0,0,1,0,1,0,8,468,445
70,boy,no,1,0,0,1,0,0,10,547,437
68,girl,yes,0,0,1,1,0,0,6,468,430
39,girl,yes,0,0,1,1,0,0,6,484,405
1,boy,no,1,0,0,1,0,0,5,513,439
48,boy,yes,0,1,0,1,0,0,13,500,430
76,boy,yes,1,0,0,1,0,0,1,449,400
34,girl,no,0,1,0,1,0,0,5,478,416
31,boy,yes,1,0,0,0,1,0,0,520,443
28,girl,yes,1,0,0,0,1,0,9,449,405
51,girl,no,0,1,0,0,1,0,5,418,410
55,girl,no,1,0,0,1,0,0,13,484,436
73,girl,yes,0,0,1,1,0,0,2,513,437
28,girl,yes,0,0,1,0,1,0,2,405,400
64,girl,yes,1,0,0,1,0,0,11,454,402
64,girl,no,0,0,1,1,0,0,19,494,433
51,girl,no,0,1,0,1,0,0,12,520,424
20,boy,yes,0,1,0,0,1,0,12,439,408
78,boy,yes,1,0,0,1,0,0,8,489,416
79,boy,no,0,0,1,1,0,0,12,494,422
19,girl,yes,0,1,0,0,1,0,1,528,424
5,girl,no,0,0,1,1,0,0,8,500,580
72,boy,yes,1,0,0,1,0,0,8,429,397
72,boy,no,0,0,1,1,0,0,6,576,460
55,girl,yes,1,0,0,1,0,0,13,463,398
16,boy,yes,1,0,0,0,1,0,8,463,416
51,boy,no,1,0,0,1,0,0,13,489,487
37,girl,no,1,0,0,1,0,0,5,434,419
37,girl,no,0,1,0,1,0,0,11,500,447
28,boy,yes,0,1,0,0,1,0,5,459,424
2,boy,yes,1,0,0,1,0,0,6,484,414
59,girl,no,0,0,1,1,0,0,14,520,465
60,girl,yes,0,0,1,1,0,0,11,484,418
59,girl,no,0,0,1,1,0,0,11,468,440
26,girl,yes,1,0,0,0,1,0,15,459,434
47,boy,yes,0,1,0,1,0,0,15,528,433
41,boy,no,0,0,1,1,0,0,8,576,467
54,girl,no,0,1,0,1,0,0,7,459,430
75,boy,no,0,1,0,1,0,0,11,468,418
51,boy,no,1,0,0,1,0,0,11,489,418
53,girl,no,0,0,1,0,1,0,9,459,411
19,boy,yes,1,0,0,0,1,0,6,429,408
42,boy,no,0,0,1,1,0,0,10,423,408
32,boy,yes,0,1,0,0,1,0,2,454,411
8,girl,no,1,0,0,1,0,0,12,478,430
64,girl,no,0,0,1,1,0,0,19,489,565
78,boy,no,0,1,0,1,0,0,3,463,416
16,boy,yes,1,0,0,0,1,0,8,439,413
42,boy,no,0,0,1,1,0,0,10,473,448
46,boy,yes,0,1,0,0,1,0,0,412,400
8,girl,no,1,0,0,1,0,0,13,463,428
46,boy,yes,1,0,0,1,0,0,12,444,433
57,boy,no,0,0,1,1,0,0,8,520,440
33,girl,yes,0,1,0,0,1,0,22,484,414
4,boy,no,1,0,0,1,0,0,8,399,413
80,boy,no,0,1,0,1,0,0,13,489,453
47,boy,no,1,0,0,1,0,0,5,520,408
7,boy,no,1,0,0,1,0,0,0,434,403
64,boy,no,0,0,1,1,0,0,19,576,545
18,boy,yes,0,0,1,0,1,0,10,423,408
15,girl,yes,0,0,1,0,1,0,21,489,428
24,girl,no,1,0,0,0,1,0,6,500,453
66,girl,no,0,1,0,1,0,0,3,484,424
52,girl,no,0,1,0,1,0,0,18,506,460
2,boy,yes,0,1,0,1,0,0,17,449,407
4,boy,no,0,0,1,1,0,0,0,473,414
11,girl,no,0,0,1,1,0,0,11,520,483
70,boy,no,0,1,0,1,0,0,27,434,382
28,boy,yes,0,0,1,0,1,0,2,434,397
44,boy,no,0,0,1,1,0,0,3,489,425
11,boy,yes,0,0,1,1,0,0,11,536,492
48,girl,no,1,0,0,1,0,0,4,536,447
2,boy,yes,0,0,1,1,0,0,12,500,418
66,boy,yes,0,1,0,1,0,0,13,484,514
22,girl,yes,0,1,0,0,1,0,7,429,410
5,girl,no,0,1,0,1,0,0,8,478,433
80,boy,no,1,0,0,1,0,0,4,429,408
7,girl,no,0,1,0,1,0,0,3,528,463
61,boy,no,0,1,0,1,0,0,8,418,427
8,boy,yes,1,0,0,1,0,0,12,434,397
55,girl,yes,0,1,0,1,0,0,13,463,428
42,girl,no,0,1,0,1,0,0,3,454,439
9,girl,yes,0,1,0,1,0,0,11,423,397
22,girl,yes,0,0,1,0,1,0,3,602,538
22,girl,yes,1,0,0,0,1,0,11,434,405
43,boy,no,0,1,0,1,0,0,17,439,411
28,girl,yes,0,0,1,0,1,0,2,500,413
72,boy,no,0,1,0,1,0,0,10,463,518
35,girl,yes,0,1,0,1,0,0,12,536,424
42,boy,no,1,0,0,1,0,0,14,506,514
33,girl,yes,0,1,0,0,1,0,5,434,421
76,boy,no,0,1,0,1,0,0,13,444,413
51,boy,yes,0,1,0,1,0,0,5,489,467
72,boy,yes,1,0,0,1,0,0,8,449,411
58,girl,no,0,0,1,1,0,0,5,528,451
9,boy,no,1,0,0,1,0,0,8,489,439
40,boy,no,1,0,0,1,0,0,2,576,507
13,girl,no,0,1,0,1,0,0,6,506,451
9,girl,yes,0,1,0,1,0,0,11,439,427
68,boy,no,0,1,0,1,0,0,10,484,472
2,boy,yes,0,1,0,1,0,0,17,478,402
27,girl,yes,1,0,0,0,1,0,0,484,424
49,boy,yes,0,0,1,1,0,0,8,506,427
59,girl,yes,0,0,1,1,0,0,11,506,483
7,boy,no,1,0,0,1,0,0,15,500,427
70,boy,no,1,0,0,1,0,0,10,423,407
19,girl,yes,0,1,0,0,1,0,1,528,425
35,boy,no,1,0,0,1,0,0,4,423,428
68,girl,yes,0,0,1,1,0,0,8,484,460
41,girl,no,0,0,1,1,0,0,18,576,503
70,boy,yes,0,1,0,1,0,0,14,528,445
40,boy,no,0,1,0,1,0,0,21,468,433
55,boy,yes,0,0,1,1,0,0,15,423,413
56,girl,no,1,0,0,0,1,0,13,439,407
59,girl,no,1,0,0,1,0,0,0,500,451
1,boy,no,1,0,0,0,1,0,10,449,413
78,girl,no,0,1,0,1,0,0,3,484,422
28,girl,yes,0,1,0,0,1,0,5,520,467
32,girl,yes,1,0,0,0,1,0,3,418,395
72,boy,yes,0,1,0,1,0,0,10,559,422
33,boy,yes,0,1,0,0,1,0,5,354,376
78,boy,no,0,1,0,1,0,0,3,463,408
7,girl,yes,0,0,1,1,0,0,4,429,403
51,girl,yes,1,0,0,1,0,0,11,449,431
73,boy,no,0,0,1,1,0,0,2,423,425
39,girl,yes,1,0,0,1,0,0,4,520,439
56,boy,yes,1,0,0,0,1,0,13,429,424
4,boy,no,1,0,0,1,0,0,8,473,434
75,boy,no,1,0,0,1,0,0,13,536,443
37,boy,no,1,0,0,1,0,0,5,484,425
42,boy,no,0,0,1,1,0,0,0,473,443
15,boy,yes,0,0,1,0,1,0,12,500,460
58,girl,no,0,0,1,1,0,0,5,528,470
26,boy,yes,0,0,1,0,1,0,1,439,413
68,girl,yes,0,0,1,1,0,0,6,536,497
38,girl,no,0,0,1,1,0,0,8,506,458
33,boy,yes,0,0,1,0,1,0,1,468,428
1,boy,no,1,0,0,1,0,0,10,489,455
27,boy,no,0,1,0,0,1,0,10,536,474
61,girl,no,0,1,0,1,0,0,8,484,425
14,girl,yes,0,1,0,0,1,0,1,444,419
42,boy,no,0,0,1,1,0,0,0,576,538
43,boy,no,1,0,0,1,0,0,3,454,405
46,boy,yes,1,0,0,1,0,0,12,478,443
64,girl,yes,0,1,0,1,0,0,5,444,408
4,boy,no,0,0,1,1,0,0,0,439,413
27,boy,yes,0,1,0,0,1,0,10,576,440
37,boy,no,0,0,1,0,1,0,13,489,436
14,girl,yes,0,1,0,0,1,0,1,468,413
21,boy,no,0,0,1,1,0,0,14,489,460
17,boy,no,0,1,0,1,0,0,8,528,448
43,boy,no,0,0,1,1,0,0,0,484,440
9,boy,yes,0,0,1,1,0,0,14,434,403
70,girl,yes,0,1,0,1,0,0,27,473,403
51,boy,no,0,0,1,1,0,0,15,559,461
21,boy,no,0,0,1,0,1,0,14,494,430
73,girl,yes,0,0,1,1,0,0,2,412,422
75,girl,no,1,0,0,1,0,0,13,559,440
26,boy,yes,1,0,0,0,1,0,15,463,425
20,boy,yes,0,0,1,0,1,0,21,449,439
51,girl,no,0,1,0,1,0,0,5,520,443
14,girl,yes,0,1,0,0,1,0,1,489,460
61,girl,no,1,0,0,1,0,0,22,500,448
54,boy,no,0,1,0,1,0,0,7,459,453
27,girl,no,0,1,0,0,1,0,10,559,456
48,boy,yes,0,0,1,1,0,0,21,494,450
20,girl,no,0,1,0,0,1,0,1,547,461
16,boy,yes,1,0,0,0,1,0,8,449,411
9,boy,yes,1,0,0,1,0,0,8,468,433
74,boy,no,1,0,0,1,0,0,13,500,439
65,girl,yes,1,0,0,0,1,0,12,473,455
50,girl,no,0,0,1,1,0,0,12,513,450
75,girl,no,1,0,0,1,0,0,11,513,433
58,girl,no,0,1,0,1,0,0,17,506,451
62,girl,no,0,1,0,1,0,0,4,478,451
17,boy,yes,1,0,0,0,1,0,0,444,390
19,girl,yes,0,0,1,0,1,0,2,500,419
16,girl,yes,0,1,0,0,1,0,17,399,400
61,girl,no,1,0,0,1,0,0,22,484,421
68,boy,no,1,0,0,1,0,0,10,520,427
28,boy,yes,0,0,1,0,1,0,3,473,443
19,boy,yes,0,1,0,0,1,0,1,489,436
52,girl,no,0,1,0,1,0,0,18,520,476
13,girl,yes,0,0,1,1,0,0,4,494,456
8,boy,yes,1,0,0,1,0,0,12,473,405
53,boy,no,1,0,0,0,1,0,3,439,410
11,girl,no,0,0,1,1,0,0,11,528,487
49,girl,yes,1,0,0,1,0,0,11,473,424
7,boy,no,1,0,0,1,0,0,15,547,472
69,boy,no,0,0,1,1,0,0,6,547,450
74,girl,no,0,1,0,1,0,0,8,478,425
68,girl,yes,0,1,0,1,0,0,10,434,390
28,boy,yes,0,1,0,0,1,0,10,473,416
7,boy,no,0,0,1,1,0,0,6,528,476
10,boy,no,1,0,0,1,0,0,3,459,425
36,girl,no,0,0,1,1,0,0,17,463,436
17,boy,yes,0,1,0,0,1,0,8,506,421
7,boy,no,0,1,0,1,0,0,9,439,400
7,boy,yes,1,0,0,1,0,0,0,418,393
6,boy,no,1,0,0,1,0,0,1,489,437
21,girl,no,0,0,1,1,0,0,14,559,485
54,girl,no,0,1,0,1,0,0,7,513,545
25,boy,yes,0,0,1,0,1,0,12,412,391
53,girl,no,0,0,1,0,1,0,9,484,411
45,boy,yes,1,0,0,0,1,0,12,444,391
33,boy,yes,0,0,1,0,1,0,1,449,421
37,boy,no,0,1,0,1,0,0,0,489,425
10,girl,no,0,1,0,1,0,0,12,576,480
71,boy,no,0,1,0,1,0,0,2,520,427
1,girl,no,0,1,0,1,0,0,9,506,418
75,boy,no,0,1,0,1,0,0,11,559,458
9,girl,no,0,1,0,1,0,0,11,459,463
27,girl,yes,1,0,0,0,1,0,0,536,458
51,boy,no,0,1,0,1,0,0,5,439,422
18,boy,yes,0,0,1,0,1,0,10,478,490
33,boy,yes,1,0,0,0,1,0,6,449,408
43,boy,no,0,1,0,1,0,0,17,528,474
28,boy,yes,0,1,0,0,1,0,5,484,434
22,girl,yes,1,0,0,0,1,0,11,468,419
76,boy,no,0,1,0,1,0,0,13,576,474
58,boy,no,0,0,1,1,0,0,8,484,431
23,girl,no,0,0,1,0,1,0,0,494,422
36,boy,no,0,0,1,1,0,0,17,520,478
62,girl,yes,1,0,0,1,0,0,16,454,408
39,girl,no,1,0,0,1,0,0,4,444,403
9,boy,no,1,0,0,1,0,0,5,520,480
21,boy,no,0,0,1,1,0,0,14,494,465
7,girl,no,1,0,0,1,0,0,0,494,455
51,boy,no,0,1,0,1,0,0,5,513,442
46,boy,no,1,0,0,1,0,0,12,484,460
43,girl,no,1,0,0,1,0,0,3,463,430
71,girl,no,0,1,0,1,0,0,2,434,397
19,boy,yes,1,0,0,0,1,0,6,484,416
68,girl,no,0,0,1,1,0,0,8,520,448
44,boy,yes,0,0,1,0,1,0,3,513,450
31,girl,yes,0,0,1,0,1,0,6,528,447
66,boy,yes,0,0,1,1,0,0,10,478,425
28,girl,yes,0,1,0,0,1,0,5,412,390
17,boy,no,0,1,0,1,0,0,8,547,442
54,girl,no,0,0,1,1,0,0,12,444,434
13,boy,yes,1,0,0,1,0,0,6,399,390
12,boy,yes,1,0,0,1,0,0,20,459,408
74,boy,yes,0,0,1,1,0,0,12,536,436
26,girl,yes,1,0,0,0,1,0,15,478,436
58,boy,no,1,0,0,1,0,0,3,602,495
24,girl,yes,0,0,1,0,1,0,5,454,422
30,girl,yes,1,0,0,0,1,0,10,559,440
61,boy,no,0,1,0,1,0,0,8,444,395
23,girl,no,1,0,0,0,1,0,1,536,428
50,girl,yes,0,0,1,1,0,0,12,418,421
64,boy,no,0,1,0,1,0,0,5,468,410
72,girl,no,1,0,0,1,0,0,12,478,430
